respondent_id,xyz_vaccine,seasonal_vaccine
26878,0.061074944,0.113196313
26879,0.015232924,0.026019101
26880,0.015828779,0.063798663
26881,0.026303922,0.072454866
26882,0.021166764,0.076246944
26883,0.070009411,0.251078399
26884,0.112066079,0.332848581
26885,0.21004259,0.787549094
26886,0.095228207,0.760350696
26887,0.639015421,0.893780481
26888,0.8706725,0.93699557
26889,0.052875146,0.192675398
26890,0.087359706,0.322577859
26891,0.306940582,0.508127289
26892,0.124833335,0.828818515
26893,0.052622442,0.213504749
26894,0.23886675,0.317421168
26895,0.07506645,0.845964472
26896,0.05635428,0.075225332
26897,0.062173329,0.38461626
26898,0.238670153,0.681630492
26899,0.050249676,0.047589323
26900,0.154374908,0.269949087
26901,0.006784175,0.208373493
26902,0.271456987,0.94246022
26903,0.052686762,0.033370284
26904,0.04368564,0.316202912
26905,0.333225055,0.769319111
26906,0.064361255,0.337715993
26907,0.010433517,0.555739238
26908,0.159759175,0.790590812
26909,0.067691121,0.272600193
26910,0.134305053,0.291778457
26911,0.043514851,0.05391397
26912,0.46879626,0.935639809
26913,0.716449888,0.863117596
26914,0.060792688,0.127858602
26915,0.133288075,0.67880784
26916,0.056852555,0.352351974
26917,0.006044432,0.012133485
26918,0.763013302,0.921343633
26919,0.370763724,0.682173122
26920,0.021486457,0.121648401
26921,0.123485769,0.854003765
26922,0.054279883,0.64945063
26923,0.109862073,0.533189505
26924,0.665099941,0.89256959
26925,0.11492264,0.608877235
26926,0.590377457,0.418854948
26927,0.366708601,0.672077698
26928,0.063489895,0.597671232
26929,0.126976168,0.193914077
26930,0.431069436,0.876331051
26931,0.106689007,0.312045952
26932,0.06038476,0.869962609
26933,0.090434662,0.726133329
26934,0.554701673,0.680777381
26935,0.165966787,0.437595617
26936,0.223261544,0.14027227
26937,0.272779286,0.750507127
26938,0.075891682,0.05530206
26939,0.060192362,0.053959237
26940,0.024532293,0.09652569
26941,0.058271446,0.459322131
26942,0.587926932,0.762083001
26943,0.130330018,0.607058566
26944,0.067745401,0.15278782
26945,0.115073209,0.588028066
26946,0.140412593,0.704459833
26947,0.219382598,0.757157344
26948,0.015564859,0.050829069
26949,0.007902434,0.035626584
26950,0.029999104,0.451272538
26951,0.080312665,0.331771574
26952,0.849204839,0.944478483
26953,0.78233893,0.97440764
26954,0.058166691,0.20982073
26955,0.169576765,0.590539942
26956,0.161244609,0.424879118
26957,0.028732529,0.900380966
26958,0.365583834,0.807204929
26959,0.033214868,0.236693505
26960,0.037960505,0.048108439
26961,0.240515648,0.568442837
26962,0.1621938,0.912557464
26963,0.140626722,0.2829973
26964,0.037276582,0.18109746
26965,0.796068226,0.940636266
26966,0.013692119,0.026530817
26967,0.199233238,0.603707556
26968,0.04613511,0.815710642
26969,0.040583135,0.202586189
26970,0.714539994,0.352012554
26971,0.110265547,0.318429746
26972,0.00696626,0.021726937
26973,0.064831151,0.140974171
26974,0.105921469,0.340011691
26975,0.07797084,0.63605365
26976,0.889318162,0.563308948
26977,0.06141316,0.310996869
26978,0.016703594,0.793961775
26979,0.311443303,0.645240795
26980,0.019871008,0.065228082
26981,0.066690577,0.328074618
26982,0.711786728,0.863305232
26983,0.17923575,0.611599287
26984,0.078459872,0.16816576
26985,0.018917756,0.079688421
26986,0.18086268,0.624502237
26987,0.071157471,0.170895646
26988,0.043383503,0.143805554
26989,0.358227498,0.745018302
26990,0.01786929,0.089186036
26991,0.239352984,0.501975402
26992,0.302583152,0.424032569
26993,0.142413495,0.85156417
26994,0.225481704,0.562678877
26995,0.210490757,0.545727578
26996,0.199799865,0.242202026
26997,0.016882935,0.053844876
26998,0.020995699,0.04288569
26999,0.406958699,0.514812913
27000,0.121626105,0.389402829
27001,0.037801195,0.772818547
27002,0.009656608,0.183357629
27003,0.028024514,0.072509609
27004,0.14619618,0.440333435
27005,0.353423853,0.76310242
27006,0.757201802,0.919236119
27007,0.058834079,0.12058731
27008,0.047238769,0.052804698
27009,0.063813101,0.269512385
27010,0.055258294,0.136282621
27011,0.088261967,0.136666497
27012,0.266505377,0.60814851
27013,0.112791936,0.430186697
27014,0.021920979,0.217165966
27015,0.118748975,0.341504512
27016,0.067770514,0.277220105
27017,0.465734717,0.702113725
27018,0.079017966,0.282301808
27019,0.900989209,0.963230696
27020,0.19837372,0.228672794
27021,0.135413701,0.548967862
27022,0.17558828,0.176759827
27023,0.05337176,0.134234672
27024,0.113465449,0.24049673
27025,0.059411126,0.021879489
27026,0.07437434,0.39472602
27027,0.087453233,0.738757294
27028,0.391987971,0.879482173
27029,0.122255566,0.33493765
27030,0.172303831,0.228145529
27031,0.226108551,0.825807693
27032,0.165801937,0.448088016
27033,0.340679048,0.745231942
27034,0.008016178,0.645789893
27035,0.250482222,0.358129182
27036,0.215739346,0.68612635
27037,0.658936295,0.799072406
27038,0.024934948,0.029497364
27039,0.723616545,0.917629358
27040,0.167588429,0.136587586
27041,0.133534122,0.54270389
27042,0.068356458,0.516697978
27043,0.571278847,0.767506474
27044,0.002694795,0.025059089
27045,0.165582347,0.523322903
27046,0.058288079,0.114216452
27047,0.536116789,0.477878476
27048,0.139334764,0.328304245
27049,0.246304651,0.877270827
27050,0.047740659,0.557643747
27051,0.171657975,0.410773375
27052,0.140051956,0.326107774
27053,0.885809252,0.964454335
27054,0.015272947,0.051808967
27055,0.100657743,0.835481407
27056,0.023280071,0.035527035
27057,0.030145978,0.029906933
27058,0.844851125,0.900028039
27059,0.071175383,0.222652666
27060,0.029422891,0.429220443
27061,0.085335144,0.425352427
27062,0.049368274,0.47438069
27063,0.054008043,0.532960576
27064,0.230894313,0.469012871
27065,0.063246761,0.362099161
27066,0.046367304,0.606942662
27067,0.481649768,0.75126376
27068,0.856212306,0.928372459
27069,0.571367345,0.94776067
27070,0.015445331,0.044390542
27071,0.050253327,0.070229081
27072,0.060526944,0.748402099
27073,0.027073243,0.8523249
27074,0.042197775,0.296011334
27075,0.696811176,0.845075215
27076,0.63972375,0.789335451
27077,0.040752166,0.099671562
27078,0.290038761,0.809531353
27079,0.287640291,0.935602419
27080,0.078551786,0.257003508
27081,0.020808024,0.677181236
27082,0.303889806,0.486349136
27083,0.058062118,0.26064136
27084,0.872124737,0.697081622
27085,0.049937639,0.012848599
27086,0.064829364,0.134947347
27087,0.211159726,0.320319435
27088,0.210112134,0.729106954
27089,0.147686594,0.237302201
27090,0.239122025,0.613046771
27091,0.363988936,0.168641559
27092,0.127971735,0.290431867
27093,0.205518915,0.277892695
27094,0.003319606,0.026297094
27095,0.068409265,0.529575363
27096,0.025165856,0.229961583
27097,0.554276298,0.749170834
27098,0.411980738,0.830576343
27099,0.18537925,0.494114075
27100,0.053752997,0.753280556
27101,0.07650846,0.644533762
27102,0.097436302,0.819064808
27103,0.010001607,0.044176916
27104,0.337693017,0.520228649
27105,0.026033753,0.353812243
27106,0.649571462,0.900320797
27107,0.421172534,0.691834751
27108,0.15800767,0.431891235
27109,0.078249407,0.254617508
27110,0.042437466,0.303871855
27111,0.043281478,0.390398379
27112,0.193888102,0.636983252
27113,0.099358426,0.263783586
27114,0.094389711,0.268349268
27115,0.527284606,0.86808639
27116,0.149702403,0.904091679
27117,0.051994253,0.107891876
27118,0.147033304,0.552611464
27119,0.079631621,0.306885811
27120,0.316549134,0.982554526
27121,0.014558202,0.693792469
27122,0.054095897,0.316353196
27123,0.05223732,0.144733194
27124,0.02697186,0.07156946
27125,0.010200142,0.025000746
27126,0.322300614,0.080088628
27127,0.031446373,0.068562587
27128,0.178916753,0.657325677
27129,0.640310347,0.661824859
27130,0.10374353,0.189382164
27131,0.056697077,0.072226149
27132,0.478534912,0.924173149
27133,0.105574957,0.665727885
27134,0.673120703,0.92879018
27135,0.228049609,0.635794423
27136,0.087618317,0.573081933
27137,0.078181847,0.216102138
27138,0.149178319,0.553793841
27139,0.09860074,0.083693507
27140,0.900528902,0.945978869
27141,0.580952848,0.846081094
27142,0.06802607,0.314053881
27143,0.302701421,0.476142678
27144,0.052569493,0.052749781
27145,0.372288121,0.673377282
27146,0.038481722,0.91691408
27147,0.059128705,0.250545352
27148,0.095615535,0.119336913
27149,0.291332156,0.168467548
27150,0.667205525,0.961131235
27151,0.148614242,0.759297551
27152,0.024279398,0.218318699
27153,0.248057046,0.825590947
27154,0.684919821,0.871357779
27155,0.177115146,0.685198758
27156,0.014521208,0.356117525
27157,0.00854326,0.440152817
27158,0.07749085,0.388623971
27159,0.052361435,0.145933612
27160,0.213375718,0.191053057
27161,0.40563645,0.551799667
27162,0.111367953,0.944022669
27163,0.327173176,0.465679588
27164,0.230183424,0.12179137
27165,0.445234364,0.58297995
27166,0.080269329,0.155665384
27167,0.173077496,0.491817372
27168,0.150048389,0.679619845
27169,0.458186788,0.689931285
27170,0.396227028,0.848110383
27171,0.042665944,0.349070693
27172,0.059162952,0.855998957
27173,0.233498844,0.532275786
27174,0.121303707,0.117660457
27175,0.07858313,0.133424145
27176,0.570322329,0.956938522
27177,0.844790143,0.9463311
27178,0.149658972,0.369595809
27179,0.081031574,0.272910677
27180,0.178395377,0.376937274
27181,0.031013692,0.802837168
27182,0.622574181,0.915066927
27183,0.038912455,0.557115018
27184,0.047387266,0.343881156
27185,0.467656517,0.764370158
27186,0.121048072,0.641131532
27187,0.085676988,0.107696602
27188,0.054784609,0.291871153
27189,0.053305877,0.564416005
27190,0.370153452,0.739646482
27191,0.136051432,0.944039044
27192,0.510805407,0.742260296
27193,0.005661537,0.057329719
27194,0.090805781,0.368554799
27195,0.009748821,0.084395575
27196,0.346224693,0.240363854
27197,0.056550472,0.652168133
27198,0.924189165,0.98626728
27199,0.034427935,0.140477738
27200,0.254486665,0.632218336
27201,0.719431878,0.913263035
27202,0.067464253,0.026883961
27203,0.049155081,0.086027279
27204,0.025611403,0.053938176
27205,0.101896248,0.379439516
27206,0.178316606,0.271201761
27207,0.114369857,0.274607522
27208,0.824990149,0.759515352
27209,0.18247723,0.420655149
27210,0.289289457,0.368950869
27211,0.087277213,0.243285683
27212,0.577278405,0.9444628
27213,0.288295884,0.380517768
27214,0.030012795,0.070058904
27215,0.157994919,0.820441772
27216,0.130028245,0.880582262
27217,0.048093257,0.139657384
27218,0.720860326,0.959594848
27219,0.527326529,0.666652858
27220,0.131614953,0.459935338
27221,0.194517365,0.618929246
27222,0.224386202,0.617585676
27223,0.044142544,0.674118849
27224,0.195195778,0.703063949
27225,0.196306914,0.285738725
27226,0.017589886,0.26187858
27227,0.160764989,0.400475383
27228,0.521513409,0.838682995
27229,0.690738526,0.911815321
27230,0.227556386,0.976255188
27231,0.472645844,0.809984394
27232,0.125602063,0.53346918
27233,0.282217011,0.150970104
27234,0.044334767,0.029896586
27235,0.897038729,0.954748623
27236,0.106163363,0.931504368
27237,0.192007599,0.587846697
27238,0.326996826,0.767926491
27239,0.551100386,0.240108848
27240,0.119903699,0.433005989
27241,0.079945127,0.20960707
27242,0.116489998,0.469692655
27243,0.041370516,0.077329622
27244,0.03635821,0.088768781
27245,0.125370004,0.43970868
27246,0.808161401,0.944946439
27247,0.180376761,0.93243863
27248,0.124357057,0.532360568
27249,0.114808892,0.628800512
27250,0.110961228,0.28476709
27251,0.090485811,0.292663794
27252,0.162166313,0.542826229
27253,0.071818023,0.910372783
27254,0.898234642,0.970720269
27255,0.147773195,0.342743955
27256,0.587172035,0.954463051
27257,0.433686537,0.450932899
27258,0.422688506,0.80866462
27259,0.538069603,0.925152805
27260,0.063373565,0.394247994
27261,0.133948648,0.674209767
27262,0.198700801,0.55430545
27263,0.02261849,0.059664556
27264,0.06636846,0.070522234
27265,0.02861948,0.183058631
27266,0.068807817,0.255579295
27267,0.132753143,0.777994148
27268,0.018813946,0.17237144
27269,0.780124156,0.372025959
27270,0.031662384,0.098976839
27271,0.076500186,0.370040609
27272,0.012950785,0.392299725
27273,0.053011434,0.157163282
27274,0.125687784,0.521715198
27275,0.149487743,0.374780014
27276,0.01319623,0.134507734
27277,0.044528971,0.807039871
27278,0.155998386,0.316292921
27279,0.126198524,0.352995133
27280,0.250516289,0.403599722
27281,0.068465267,0.309718395
27282,0.076853892,0.897378708
27283,0.005923378,0.019213534
27284,0.078494609,0.225861304
27285,0.100925427,0.426524141
27286,0.107881691,0.375886887
27287,0.253263157,0.640961934
27288,0.592645743,0.809700909
27289,0.288136081,0.365278748
27290,0.023915667,0.09423862
27291,0.706881183,0.820737932
27292,0.057828061,0.673125251
27293,0.113471504,0.966875406
27294,0.022487541,0.048633711
27295,0.278362345,0.861627158
27296,0.069006198,0.773425248
27297,0.063623522,0.730665825
27298,0.086076431,0.276594736
27299,0.31566396,0.767390184
27300,0.169802067,0.962329755
27301,0.004881671,0.024979264
27302,0.141597007,0.477195286
27303,0.028003762,0.07847058
27304,0.10159168,0.773289851
27305,0.036212281,0.035000968
27306,0.237105704,0.597971643
27307,0.568545577,0.762210071
27308,0.081645712,0.158485684
27309,0.547930889,0.967870961
27310,0.055352173,0.129395918
27311,0.167158333,0.109349992
27312,0.057307378,0.301211964
27313,0.0651175,0.131145207
27314,0.034667127,0.08840865
27315,0.146244907,0.356139
27316,0.314999323,0.767672528
27317,0.063062278,0.127807274
27318,0.253316446,0.301028324
27319,0.380035388,0.879648632
27320,0.462934155,0.75103182
27321,0.040794998,0.53658864
27322,0.619036066,0.477043403
27323,0.060049733,0.564494342
27324,0.268529853,0.535600006
27325,0.765017034,0.940439142
27326,0.122108378,0.551205776
27327,0.135039136,0.346317171
27328,0.237642754,0.515244533
27329,0.110057975,0.320201669
27330,0.01273024,0.464390483
27331,0.100793229,0.202025291
27332,0.156363023,0.949788115
27333,0.642588338,0.730500915
27334,0.060550941,0.038459832
27335,0.212320846,0.105626913
27336,0.071405315,0.157302338
27337,0.228373153,0.63987289
27338,0.236439186,0.462426133
27339,0.232745695,0.324265455
27340,0.020184843,0.187543006
27341,0.214658115,0.702661297
27342,0.031449752,0.636674719
27343,0.070917872,0.14089733
27344,0.326207708,0.552694816
27345,0.058929146,0.347798208
27346,0.82581664,0.966850762
27347,0.733308055,0.951273539
27348,0.081963807,0.297544187
27349,0.076433723,0.244797625
27350,0.196142935,0.94184718
27351,0.817181533,0.891309388
27352,0.112149844,0.369381775
27353,0.010066306,0.086661124
27354,0.168727698,0.660291691
27355,0.264613519,0.459338893
27356,0.217816286,0.40601952
27357,0.151894176,0.371649063
27358,0.300965149,0.821612726
27359,0.347607664,0.816219318
27360,0.13837527,0.513488416
27361,0.040720332,0.924492584
27362,0.247189978,0.455466388
27363,0.132101617,0.245896035
27364,0.073367013,0.52649385
27365,0.358774765,0.682398843
27366,0.475390136,0.578538197
27367,0.126367364,0.405820295
27368,0.108068759,0.476736398
27369,0.050854435,0.044376997
27370,0.007522792,0.757157438
27371,0.199612028,0.418619989
27372,0.096146704,0.248488419
27373,0.767367074,0.73466827
27374,0.03020875,0.317424694
27375,0.14999665,0.959235903
27376,0.433158994,0.369994543
27377,0.119400758,0.567614942
27378,0.090659179,0.214120153
27379,0.06762096,0.213184141
27380,0.132437305,0.948181782
27381,0.042363273,0.579260577
27382,0.293541068,0.191800068
27383,0.183980627,0.642720529
27384,0.045952837,0.318283995
27385,0.100041171,0.93729471
27386,0.304857438,0.872147094
27387,0.414737878,0.879985843
27388,0.091640003,0.216231028
27389,0.066356932,0.124455997
27390,0.013588033,0.029901636
27391,0.139906759,0.731715889
27392,0.623257882,0.860184713
27393,0.01493889,0.060021074
27394,0.014619014,0.387410467
27395,0.624997852,0.587776302
27396,0.068505393,0.079171726
27397,0.872399365,0.954274216
27398,0.530324163,0.886651434
27399,0.114103426,0.58307701
27400,0.095773863,0.758205486
27401,0.345974679,0.409541017
27402,0.121184528,0.756561989
27403,0.081615848,0.214688337
27404,0.420605717,0.229060833
27405,0.859949406,0.901598259
27406,0.091854981,0.170450288
27407,0.078596313,0.087380986
27408,0.09138734,0.640383582
27409,0.833394139,0.961824534
27410,0.060460109,0.253936996
27411,0.082912154,0.178471036
27412,0.146886705,0.890495338
27413,0.013932318,0.247936915
27414,0.603992503,0.684826085
27415,0.092873549,0.233510376
27416,0.125794072,0.297864447
27417,0.101469217,0.429335605
27418,0.497123235,0.178728075
27419,0.553076275,0.942359852
27420,0.088100805,0.180092661
27421,0.235080935,0.392122756
27422,0.218411281,0.653617326
27423,0.031546229,0.343283759
27424,0.288881342,0.590074873
27425,0.261581031,0.553903497
27426,0.115074412,0.273292167
27427,0.131677442,0.337855082
27428,0.038841428,0.23624066
27429,0.527275474,0.149410627
27430,0.086672925,0.722055451
27431,0.198457312,0.57270377
27432,0.257379875,0.627616515
27433,0.083463582,0.885783378
27434,0.088594647,0.323506013
27435,0.270714805,0.71105314
27436,0.023018148,0.083399254
27437,0.08636585,0.179931642
27438,0.076609827,0.326258113
27439,0.26569066,0.291736038
27440,0.121700561,0.297064771
27441,0.771810954,0.881202037
27442,0.162397005,0.905733534
27443,0.04654086,0.140375813
27444,0.054935497,0.054244366
27445,0.039544759,0.044426974
27446,0.131661506,0.077997055
27447,0.046374753,0.254590949
27448,0.278089116,0.613564875
27449,0.227477345,0.956747871
27450,0.03542503,0.893043684
27451,0.016990403,0.147282995
27452,0.013195218,0.07663132
27453,0.097572833,0.933079654
27454,0.057444368,0.405045618
27455,0.145282659,0.17689324
27456,0.2828018,0.461914161
27457,0.072197214,0.197543482
27458,0.081290781,0.387257366
27459,0.0373686,0.149939442
27460,0.641001031,0.871131902
27461,0.039815728,0.114673372
27462,0.055662827,0.503483553
27463,0.152324041,0.412346559
27464,0.218635796,0.462956983
27465,0.686484115,0.931024765
27466,0.00350108,0.025161699
27467,0.030217547,0.439550249
27468,0.047468868,0.351709736
27469,0.023211582,0.614562297
27470,0.833145993,0.897736749
27471,0.06997687,0.592652106
27472,0.168097867,0.534598905
27473,0.10223828,0.281518004
27474,0.196639673,0.539574317
27475,0.036099782,0.041885604
27476,0.11446259,0.471635654
27477,0.133703534,0.296589727
27478,0.020505781,0.72619082
27479,0.158146245,0.229696629
27480,0.265938596,0.676577494
27481,0.596633413,0.748889782
27482,0.421451332,0.24548084
27483,0.451136514,0.743489714
27484,0.563590074,0.955600687
27485,0.030079667,0.78479604
27486,0.1762714,0.418946586
27487,0.152666895,0.89454863
27488,0.859418701,0.919787896
27489,0.800834219,0.725155068
27490,0.011603647,0.193185911
27491,0.342106011,0.662356963
27492,0.030189552,0.623586375
27493,0.110266163,0.926348484
27494,0.351456184,0.646335692
27495,0.137455315,0.26646607
27496,0.040799264,0.173168474
27497,0.094436474,0.013397204
27498,0.050326878,0.545854795
27499,0.343108218,0.887106484
27500,0.109737476,0.901458971
27501,0.041656104,0.360554581
27502,0.053296093,0.732428337
27503,0.09027838,0.494064353
27504,0.022563579,0.026377882
27505,0.011857952,0.11010664
27506,0.530247992,0.810413754
27507,0.075215033,0.206514461
27508,0.186724256,0.518282707
27509,0.168709863,0.461989878
27510,0.668374373,0.349413616
27511,0.203432693,0.541162002
27512,0.125495986,0.30974656
27513,0.086186279,0.500467108
27514,0.399569467,0.551931242
27515,0.456462232,0.349946248
27516,0.413381112,0.81214902
27517,0.007571148,0.018068329
27518,0.853378172,0.935506656
27519,0.014821562,0.069972513
27520,0.062317561,0.142024068
27521,0.057620714,0.287069544
27522,0.080405475,0.129479721
27523,0.021126139,0.319964164
27524,0.045268822,0.480783172
27525,0.125064624,0.304756378
27526,0.549709434,0.719985549
27527,0.081294237,0.929544483
27528,0.270043892,0.80923624
27529,0.09919711,0.718101399
27530,0.079867064,0.104748635
27531,0.070835254,0.075622504
27532,0.157244055,0.952994317
27533,0.258144092,0.513503379
27534,0.041036326,0.073742135
27535,0.082151056,0.844547766
27536,0.168714596,0.391284652
27537,0.688941408,0.851599426
27538,0.393672363,0.52384601
27539,0.3169397,0.766554832
27540,0.617401767,0.185029252
27541,0.634649069,0.951167108
27542,0.05916155,0.199277939
27543,0.422052376,0.615813206
27544,0.152360217,0.22785951
27545,0.226493666,0.104683262
27546,0.761596694,0.66722003
27547,0.033713056,0.12032415
27548,0.052481829,0.927637634
27549,0.088247457,0.827005252
27550,0.204107475,0.134909874
27551,0.320054198,0.589603318
27552,0.080726806,0.805099955
27553,0.083823425,0.337626748
27554,0.308089084,0.420298218
27555,0.075641271,0.279509766
27556,0.089765408,0.728011685
27557,0.168266497,0.922380373
27558,0.087303758,0.235738715
27559,0.102112041,0.713265189
27560,0.227973286,0.699146891
27561,0.444027813,0.802326852
27562,0.238089016,0.648228827
27563,0.160630649,0.512402225
27564,0.223640549,0.418574676
27565,0.130877039,0.302227092
27566,0.203351201,0.187826193
27567,0.084878965,0.514132086
27568,0.447044641,0.946151886
27569,0.20048568,0.552850691
27570,0.461337771,0.755365773
27571,0.072762496,0.074204057
27572,0.006277995,0.0217043
27573,0.019453898,0.28355481
27574,0.410091997,0.50442043
27575,0.003270725,0.155739311
27576,0.027407965,0.100125948
27577,0.160199697,0.546073897
27578,0.195934345,0.525192267
27579,0.140787208,0.620156208
27580,0.100768683,0.583327839
27581,0.109642717,0.141872095
27582,0.075118986,0.11060737
27583,0.107422299,0.226547424
27584,0.527965772,0.43676885
27585,0.271369206,0.502824383
27586,0.727542365,0.861066639
27587,0.079292035,0.666434947
27588,0.090524976,0.266734245
27589,0.063401307,0.339289636
27590,0.251035577,0.354994793
27591,0.291543985,0.80256307
27592,0.039382597,0.046431357
27593,0.05136114,0.080965093
27594,0.250277545,0.629533213
27595,0.026321927,0.123787534
27596,0.094127488,0.228765742
27597,0.099554279,0.287495674
27598,0.030965912,0.091529998
27599,0.66083899,0.837191796
27600,0.053435328,0.551412677
27601,0.003926583,0.739381111
27602,0.699506695,0.884192933
27603,0.062156947,0.068053119
27604,0.013498984,0.18207038
27605,0.482678486,0.610848877
27606,0.129233721,0.257920749
27607,0.579480921,0.499353351
27608,0.170684654,0.483005308
27609,0.34617691,0.85462562
27610,0.318594213,0.589479019
27611,0.162966314,0.057219919
27612,0.045775794,0.713296824
27613,0.82233784,0.957947143
27614,0.067702856,0.302389494
27615,0.167730422,0.965367313
27616,0.005106084,0.017235016
27617,0.218048144,0.365375084
27618,0.094474811,0.322780148
27619,0.304684731,0.390062374
27620,0.436619381,0.594809003
27621,0.210196676,0.596063103
27622,0.521517646,0.951220809
27623,0.328082717,0.85863251
27624,0.122220199,0.816903228
27625,0.058545754,0.390018364
27626,0.014378789,0.130186646
27627,0.824068695,0.860903636
27628,0.046083391,0.773822898
27629,0.004335525,0.04819878
27630,0.284463183,0.801403615
27631,0.149716735,0.38074194
27632,0.018427178,0.159853115
27633,0.468218851,0.690793168
27634,0.102674788,0.304826133
27635,0.096084699,0.372544949
27636,0.27751852,0.93032178
